LATITUDE,LONGITUDE,PARAMETERNAME,YEAR,ARITHMETICMEAN,90THPERCENTILE,50THPERCENTILE,10THPERCENTILE,ADDRESS,STATENAME,COUNTYNAME,CITYNAME
38.612034,-90.160477,Chromium (TSP) STP,1989,0.00319,0.007,0.003,0.0,13TH & TUDOR,Illinois,Saint Clair,East Saint Louis
41.494178,-81.676706,Toluene,1988,22.757143,40.3,19.1,5.4,E. 22ND &,Ohio,Cuyahoga,Cleveland
38.667126,-121.251338,Manganese (TSP) STP,1992,0.022792,0.036,0.02,0.01,"7400 SUNRISE BLVD., CITRUS HEIGHTS",California,Sacramento,Citrus Heights
36.704761,-97.087656,Average Ambient Temperature,1999,20.994118,30.9,22.6,10.5,314 WEST CLEVELAND,Oklahoma,Kay,Ponca City
43.01724,-87.93369,PM10 - LC,1999,20.362069,33.0,19.0,9.0,"HEALTH CENTER, 1337 SO 16TH ST",Wisconsin,Milwaukee,Milwaukee
29.170533,-82.100646,Sample Volume,2000,24.0,24.0,24.0,24.0,3200 SE 17TH STREET,Florida,Marion,Ocala
31.763076,-106.486712,Propylene,1995,10.8,11.6,11.6,10.0,500 NORTH CAMPBELL ST.,Texas,El Paso,El Paso
33.202686,-117.366797,Chloride PM10 STP,1996,0.770333,2.9,0.09,0.02,"1701 MISSION AVE., OCEANSIDE",California,San Diego,Oceanside
29.733726,-95.257593,Ethylbenzene,1992,4.77,11.6,5.28,0.04,9525 1/2 Clinton Dr,Texas,Harris,Houston
44.32975,-105.4016,Suspended particulate (TSP),1994,37.341463,62.0,32.0,17.0,KERR-MCGEE CLOVIS POINT MINE GILLETTE WY,Wyoming,Campbell,
39.761502,-75.578814,Barium (TSP) STP,1983,0.047143,0.11,0.0,0.0,2600 PENNSYLVANIA AVE,Delaware,New Castle,Wilmington
33.604486,-111.928479,Manganese (TSP) STP,1981,0.062115,0.11,0.06,0.03,"13665 N SCOTTSDALE RD, SCOTTSDALE",Arizona,Maricopa,Scottsdale
42.214487,-85.543335,"1,2,4-Trimethylbenzene",1991,1.071429,2.5,1.3,0.0,"EAST SITE, BISHOP ROAD",Michigan,Kalamazoo,Kalamazoo
33.99958,-117.41601,Lead (TSP) STP,1993,0.018714,0.037,0.02,0.002,"5888 MISSION BLVD., RUBIDOUX",California,Riverside,Rubidoux
43.040613,-78.871426,Suspended particulate (TSP),1993,37.513514,75.0,31.0,15.0,"PAYNE JR HS,621 PAYNE AVE.",New York,Niagara,North Tonawanda
43.161062,-77.603293,Sulfate PM10 STP,1998,5.217647,13.7,2.9,1.4,"FIRE HQ.BUILDING,ANDREWS & CHESTNUT STS.",New York,Monroe,Rochester
33.99958,-117.41601,Dichloromethane,1999,0.575,1.1,0.5,0.5,"5888 MISSION BLVD., RUBIDOUX",California,Riverside,Rubidoux
41.514478,-90.440409,Sulfate (TSP) STP,1988,8.005769,12.5,7.9,4.4,CITY HALL 915 16TH ST,Illinois,Rock Island,East Moline
44.833299,-93.116607,Lead (TSP) STP,1993,0.434045,1.19,0.2,0.05,S. HWY 149 & YANKEE DOODLE ROAD,Minnesota,Dakota,Eagan
29.751944,-95.103056,Suspended particulate (TSP),1980,105.54902,163.0,97.0,39.0,"JACINTOPORT, BETHLEHEM STEEL, SHELDON RD",Texas,Harris,Not in a city
45.083624,-83.450254,Benzene,1998,0.363636,0.4,0.3,0.2,"LUTHERAN/BESSER SCHOOL, 375 WILSON",Michigan,Alpena,Alpena
37.708902,-97.375601,Manganese (TSP) STP,1983,0.029655,0.05,0.02,0.0,FIRE STA#7  ST.PAUL & WEST 13TH,Kansas,Sedgwick,Wichita
37.618383,-112.174368,PM10 - LC,1996,6.557625,11.2115,6.1231,1.9248,Bryce Canyon NP,Utah,Garfield,
41.926989,-83.382988,Suspended particulate (TSP),1988,59.684211,105.0,49.0,31.0,RIVERVIEW & MAYWOOD,Michigan,Monroe,Monroe
47.298611,-101.766944,Bromomethane,2000,0.0,0.0,0.0,0.0,6024 HIGHWAY 200,North Dakota,Mercer,
39.21487,-84.69086,Suspended particulate (TSP),1983,51.796296,81.0,47.0,22.0,6950 RIPPLE RD.,Ohio,Hamilton,Cleves
43.530593,-105.222277,PM10 - LC,1999,21.55,43.0,17.0,8.0,ROCHELLE R0-1,Wyoming,Campbell,
39.297733,-76.604603,"1,4-Dichlorobenzene",1998,0.247368,0.42,0.24,0.12,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore
37.642165,-120.994212,Chloride PM10 STP,2000,0.130169,0.58,0.02,0.02,"814 14TH ST., MODESTO",California,Stanislaus,Modesto
29.802707,-95.125495,Benzene,1996,6.801724,13.9,5.2,2.4,1405 Sheldon Road,Texas,Harris,Channelview
30.152708,-93.362656,Suspended particulate (TSP),1983,43.585366,57.0,40.0,29.0,VINCENT SETTLEMENT ROAD,Louisiana,Calcasieu,
42.145283,-80.040872,Suspended particulate (TSP),1988,51.0,67.0,59.0,32.0,SIXTH STREET AND MARNE ROAD,Pennsylvania,Erie,Erie
36.846478,-83.321571,Suspended particulate (TSP),1981,80.853659,123.0,70.0,47.0,"110 FIRST ST, HENDRICKSON BUILDING",Kentucky,Harlan,Harlan
31.872347,-102.352921,Lead (TSP) STP,1983,0.0716,0.2,0.04,0.0,3008 E. UNIVERSITY BLVD. & PARKER PARK,Texas,Ector,Odessa
45.549839,-94.13345,"1,3-Dichlorobenzene",1998,0.095,0.19,0.07,0.03,1321 University Dr.,Minnesota,Stearns,St. Cloud
29.39,-94.919444,Toluene,1998,3.015556,5.0,2.5,1.1,17TH & 5TH AVE. N. PUMPHOUSE ROOF,Texas,Galveston,Texas City
37.898933,-87.938084,Suspended particulate (TSP),1987,48.264205,92.0,41.0,17.0,HIGHWAY 695 SOUTH OF BABCOCK STATION,Indiana,Posey,Mount Vernon
41.136846,-104.818239,Sample Volume,1999,23.615741,24.0,24.0,24.0,Cheyenne-STATE OFFICE BLDG 23RD & CENTRAL AVENUE,Wyoming,Laramie,Cheyenne
42.680296,-88.049806,Suspended particulate (TSP),1985,37.474576,66.0,29.0,13.0,"RKT COLLEGE, 925 15TH AVE",Wisconsin,Racine,Union Grove
42.492225,-90.642628,Suspended particulate (TSP),1986,51.25641,75.0,45.0,30.0,"301 SINSINAWA, COMMUNITY CENTER",Illinois,Jo Daviess,
37.834735,-97.188373,"1,4-Dichlorobenzene",1985,2.0,2.0,2.0,2.0,"NIES SITE 4, FURLEY KANSAS",Kansas,Sedgwick,
45.666204,-121.000708,PM10 - LC,2000,11.432471,21.5465,9.0695,3.9809,1/4 MILE OFF HWY 14 - 1 MI. W OF WISHRAM,Washington,Klickitat,
41.615237,-71.72,o-Xylene,1995,0.332353,0.7,0.3,0.1,W. ALTON JONES CAMPUS URI PARKERFIELD WE,Rhode Island,Kent,
32.251389,-101.476944,Arsenic (TSP) STP,1981,0.011795,0.04,0.0,0.0,"3RD & MAIN ST., HOWARD CO. COURTHOUSE",Texas,Howard,Big Spring
37.936013,-122.026154,Arsenic (TSP) STP,1986,0.0,0.0,0.0,0.0,2956-A TREAT BOULEVARD,California,Contra Costa,Concord
42.278097,-85.541949,Carbon tetrachloride,1994,0.075517,0.2,0.06,0.0,"FAIRGROUNDS, 2500 LAKE STREET",Michigan,Kalamazoo,Kalamazoo
36.230361,-83.709073,Lead (TSP) STP,1985,0.042667,0.086,0.032,0.01,LUTTRELL DYER CHESNEY DONAHUE RD.,Tennessee,Union,Not in a city
42.8273,-78.84984,Methyl chloroform,1994,0.463844,0.651,0.459,0.269,SIMON STREET AND RIDGE ROAD,New York,Erie,Lackawanna
42.73194,-73.68909,Ethylbenzene,1997,1.375218,2.705,0.875,0.382,"Broadway& 4th St, UNCLE SAM ATRIUM, DTN.SHOPPING CENTER",New York,Rensselaer,Troy
40.793901,-77.859416,Sulfate (TSP) STP,1982,12.643333,19.8,11.7,7.5,EAST BEAVER AVE & SOUTH PUGH ST,Pennsylvania,Centre,State College
37.482934,-122.20337,Sample Max Baro Pressure,2000,781.756098,785.0,781.0,777.0,897 BARRON AVE.,California,San Mateo,Redwood City
29.961124,-93.895928,o-Xylene,1995,1.664444,3.6,1.5,0.0,3355 Grandview Ave & 32nd St,Texas,Jefferson,Port Neches
32.378696,-94.711813,Methyl chloroform,1998,0.122917,0.3,0.0,0.0,Gregg Co Airport near Longview,Texas,Gregg,Longview
38.727548,-90.379548,Suspended particulate (TSP),1984,48.877193,75.0,44.0,28.0,10267 ST CHARLES ROCK ROAD,Missouri,Saint Louis,St. Ann
48.762887,-122.477113,"1,2-Dichlorobenzene",1995,0.0,0.0,0.0,0.0,FEDERAL BLDG/104 W MAGNOLIA,Washington,Whatcom,Bellingham
34.261218,-88.703109,Suspended particulate (TSP),1980,60.52459,87.0,60.0,33.0,320 N FRONT ST,Mississippi,Lee,Tupelo
35.356615,-119.062613,Elapsed Sample Time,1999,1434.12,1438.0,1438.0,1431.0,"5558 California Ave., Bakersfield CA 93309",California,Kern,Bakersfield
37.6849,-121.7659,Tetrachloroethylene,1993,0.288333,0.48,0.28,0.1,"2614 OLD 1ST ST., LIVERMORE",California,Alameda,Livermore
32.598611,-110.633611,Iron (TSP) STP,1981,0.839808,1.55,0.8,0.32,"DOUGLAS & 1ST, SAN MANUEL",Arizona,Pinal,San Manuel
35.356615,-119.062613,Molybdenum (TSP) STP,1994,0.002955,0.006,0.002,0.002,"5558 California Ave., Bakersfield CA 93309",California,Kern,Bakersfield
42.895891,-78.793922,Suspended particulate (TSP),1983,43.056604,77.0,41.0,21.0,"WOODROW WILSON SCHOOL, 166 HALSTEAD RD.",New York,Erie,Sloan
42.738618,-84.534633,Elapsed Sample Time,1999,1438.990196,1439.0,1439.0,1439.0,220 N PENNSYLVANIA (LANSING),Michigan,Ingham,Lansing
40.64144,-74.208365,Average Ambient Temperature,2000,13.5,25.4,14.5,0.0,NJ Turnpike Interchange 13 Toll Plaza,New Jersey,Union,Elizabeth
31.568222,-91.45845,Suspended particulate (TSP),1991,33.0,49.0,30.0,15.0,HIGHWAY 84 & HIGHWAY 65,Louisiana,Concordia,Vidalia
42.656468,-73.761232,Cadmium (TSP) STP,1998,0.003342,0.0035,0.0033,0.0032,"PUBLIC LIBRARY,WASHINGTON AVENUE",New York,Albany,Albany
32.836461,-117.128752,Suspended particulate (TSP),1991,62.7,88.0,61.0,41.0,"5555 OVERLAND AVE., SAN DIEGO",California,San Diego,San Diego
30.219101,-91.062552,Suspended particulate (TSP),1987,55.203704,91.0,48.0,28.0,Hwy 75,Louisiana,Iberville,St. Gabriel
41.901419,-87.938953,Chromium (TSP) STP,1986,0.003618,0.007,0.003,0.0,POLICE STATION 118 SCHILLER,Illinois,DuPage,Elmhurst
41.703848,-109.686807,Suspended particulate (TSP),1991,26.264151,54.0,25.0,7.0,RHONE-POULENC #2,Wyoming,Sweetwater,Not in a city
34.024497,-81.036248,Cobalt (TSP) STP,1992,0.0,0.0,0.0,0.0,3594 HARDEN STREET EXT. [DHEC],South Carolina,Richland,Columbia
43.016958,-87.918141,Cobalt (TSP) STP,1985,0.000661,0.0015,0.0006,0.0,"GREAT LAKES WATER INST, 600 E GREENFIELD",Wisconsin,Milwaukee,Milwaukee
29.699673,-95.269102,Vinyl chloride,1994,0.01,0.01,0.01,0.01,3100 OLD GALVESTON ROAD,Texas,Harris,Houston
35.50642,-106.722811,Sample Max Baro Pressure,2000,624.862069,629.0,624.0,621.0,"ROOFTOP OF 'OLD' RECREATION CENTER, ZIA",New Mexico,Sandoval,
39.76367,-84.191884,Sample Min Baro Pressure,2000,735.185897,749.0,734.0,722.0,"38 E. MONUMENT,",Ohio,Montgomery,Dayton
34.263198,-85.304826,Sample Flow Rate- CV,1999,0.114286,0.2,0.1,0.1,"ROME,COOSA HIGH SCHOOL",Georgia,Floyd,Rome
38.06503,-84.49761,Sample Min Baro Pressure,1999,740.076923,745.0,740.0,735.0,"FAYETTE COUNTY HEALTH DEPT, 650 NEWTOWN PIKE",Kentucky,Fayette,Lexington-Fayette (corporate name for Lexington)
32.575061,-116.619184,Cadmium (TSP) STP,2000,0.000318,0.0006,0.0003,0.0002,"PASEO MORELOS S/N Y RIO LERMA, TECATE,BC",Country Of Mexico,BAJA CALIFORNIA NORTE,Tijuana
34.007398,-81.02329,Suspended particulate (TSP),1998,37.925926,59.0,38.0,14.0,1221 GREGG STREET [SCDPPPS],South Carolina,Richland,Columbia
17.717197,-64.77459,Suspended particulate (TSP),1987,54.714286,95.0,47.0,25.0,"ESTATE ANGUILLA, THE RUINS",Virgin Islands,St Croix,
37.668153,-82.772382,Suspended particulate (TSP),1991,42.933333,69.0,45.0,20.0,21 FRONT ST.,Kentucky,Floyd,Prestonsburg
39.075283,-94.705793,Arsenic (TSP) STP,1985,0.0,0.0,0.0,0.0,TURNER HIGH SCHOOL  1312 SO.55TH ST,Kansas,Wyandotte,Kansas City
37.765946,-122.399044,Lead (TSP) STP,1993,0.015519,0.03,0.014,0.005,10 ARKANSAS ST.,California,San Francisco,San Francisco
37.950741,-121.268523,Cadmium (TSP) STP,1995,0.000327,0.0005,0.0003,0.0002,"HAZELTON-HD, STOCKTON",California,San Joaquin,Stockton
42.913638,-85.68003,Cobalt (TSP) STP,1995,0.0,0.0,0.0,0.0,"521 28TH ST, SW",Michigan,Kent,Wyoming
36.173581,-115.141667,Suspended particulate (TSP),1981,86.721311,131.0,83.0,54.0,280 E. BONANZA,Nevada,Clark,Las Vegas
35.283864,-120.655171,Chloride PM10 STP,1991,1.72,5.74,0.78,0.05,"1160 MARSH ST., SAN LUIS OBISPO",California,San Luis Obispo,San Luis Obispo
41.65274,-87.439551,Ethylbenzene,1999,0.92069,1.8,0.7,0.2,WATER FILTRATION PLANT- 3330 Aldis St.,Indiana,Lake,East Chicago
37.642165,-120.994212,Ethylbenzene,1992,2.693333,2.4,2.4,2.4,"814 14TH ST., MODESTO",California,Stanislaus,Modesto
29.445046,-98.406501,Methyl chloroform,1994,0.464286,0.64,0.36,0.3,254 Seale Road,Texas,Bexar,San Antonio
48.473355,-105.132202,Nitrate (TSP) STP,1984,1.016279,1.7,0.8,0.4,WOLF POINT INT'L AIRPORT (WOLF POINT),Montana,Roosevelt,Not in a city
39.994908,-74.170447,Sample Volume,1999,23.998667,24.0,24.0,24.0,"Hooper Avenue Elementary School, 1517 Hooper Avenue",New Jersey,Ocean,Toms River
38.658645,-90.244257,Suspended particulate (TSP),1986,65.033898,102.0,59.0,37.0,NEWSTEAD & COTEBRILLIANT,Missouri,St. Louis City,St. Louis
48.861373,-113.455096,PM10 - LC,1999,8.1,14.0,6.0,2.0,BABB SCHOOL,Montana,Glacier,Not in a city
39.104552,-76.86664,Nitrate (TSP) STP,1981,4.97,12.2,4.9,1.9,"LAUREL JR HIGH SCHOOL, LAUREL, MARYLAND",Maryland,Prince George's,Laurel
38.263058,-104.612133,Sample Volume,1999,23.968254,24.0,24.0,24.0,211 D ST.,Colorado,Pueblo,Pueblo
33.18763,-94.024072,Methyl chloroform,1998,0.166667,0.2,0.2,0.1,"ROUTE 1, TEXARKANA",Arkansas,Miller,Not in a city
43.047845,-76.12909,Arsenic (TSP) STP,1983,0.000871,0.0055,0.0001,0.0001,202-204 SOUTH BEECH STREET,New York,Onondaga,Syracuse
37.06636,-88.63774,Sample Flow Rate- CV,1999,0.017,0.0,0.0,0.0,342 LONE OAK ROAD,Kentucky,McCracken,Paducah
39.930018,-76.68466,Suspended particulate (TSP),1983,41.872727,63.0,39.0,22.0,2179 SOUTH QUEEN STREET,Pennsylvania,York,
43.577603,-116.178156,Elapsed Sample Time,2000,1451.773109,1464.0,1464.0,1440.0,"401 EAST LINDEN ST.  BOISE, ID 83706",Idaho,Ada,Boise (corporate name Boise City)
37.765946,-122.399044,Ethylene dichloride,1992,0.0,0.0,0.0,0.0,10 ARKANSAS ST.,California,San Francisco,San Francisco
32.343396,-117.05558,Copper (TSP) STP,1998,0.050333,0.11,0.04,0.027,"3 BLKS E BLVD BENITO JUAREZ, ROSARITO",Country Of Mexico,BAJA CALIFORNIA NORTE,Rosarito
42.377833,-71.027138,Sulfate (TSP) STP,1995,6.819672,11.0,6.0,4.0,"340 BREMEN STREET, EAST BOSTON",Massachusetts,Suffolk,Boston
38.864279,-76.991642,"1,2-Dichlorobenzene",1990,0.3875,1.08,0.0,0.0,2150 RAILROAD AVE. S.E. WASHINGTON D.C.,District Of Columbia,District of Columbia,Washington
41.252777,-95.921681,Lead (TSP) STP,1998,0.011379,0.02,0.01,0.0,4TH & JONES,Nebraska,Douglas,Omaha
40.747796,-80.316442,Sample Flow Rate- CV,2000,0.2,0.4,0.2,0.0,EIGHT STREET AND RIVER ALLEY,Pennsylvania,Beaver,Beaver Falls
47.700098,-122.344017,Chromium (TSP) STP,1984,0.001547,0.0081,0.0,0.0,N 98TH & STONE AVE N,Washington,King,Seattle
42.108992,-72.590803,Sample Flow Rate- CV,1999,0.359821,0.8,0.3,0.0,LIBERTY STREET,Massachusetts,Hampden,Springfield
36.487823,-117.871036,PM10 - LC,1999,45.520548,63.0,15.0,8.0,"KEELER, 190 Cerro Gordo Road",California,Inyo,Keeler
39.639432,-104.832754,Suspended particulate (TSP),1981,37.333333,52.0,31.0,29.0,Aprox 3268 Cherry Creek Dam Rd,Colorado,Arapahoe,Aurora
40.222411,-74.763167,Ambient Min Temperature,2000,9.647321,21.6,10.2,-2.3,"Trenton Public Library, 120 Academy Street",New Jersey,Mercer,Trenton
37.708902,-97.375601,Sulfate (TSP) STP,1995,3.22623,8.5,2.1,0.8,FIRE STA#7  ST.PAUL & WEST 13TH,Kansas,Sedgwick,Wichita
30.344118,-81.661508,Arsenic (TSP) STP,1981,0.000463,0.0,0.0,0.0,515 W 6TH STREET,Florida,Duval,Jacksonville
40.598028,-74.453808,"1,3-Butadiene",1996,1.16,2.84,1.36,0.2,40 ROCK AVE  (NJ 'PLA2'),New Jersey,Union,Plainfield
18.425503,-66.172389,Chromium (TSP) STP,1981,0.009445,0.0162,0.009,0.0,"ELEMENTARY SCHOOL, VILLA MARISOL",Puerto Rico,Toa Baja,Not in a city
35.594328,-77.385798,Ambient Min Temperature,1999,18.6,18.6,18.6,18.6,851 HOWELL STREET,North Carolina,Pitt,Greenville
38.903723,-77.051366,Copper (TSP) STP,1983,0.099767,0.168,0.078,0.053,WEST END LIBRARY 24 & L STS. NW,District Of Columbia,District of Columbia,Washington
46.584622,-112.015601,Suspended particulate (TSP),1987,43.190476,73.0,37.0,21.0,"COGSWELL BLDG, 1401 LOCKEY",Montana,Lewis and Clark,Helena
26.135086,-80.132545,Toluene,1997,2.608,4.68,2.268,0.61,"1000 E. SUNRISE BLVD, FT. LAUDERDALE",Florida,Broward,Hollywood
40.597778,-112.466667,Ambient Min Temperature,2000,-0.722581,2.8,-0.5,-4.0,"90 S PARK ST., GRANTSVILLE, UTAH",Utah,Tooele,Grantsville
41.606662,-87.304943,Benzene,1999,2.356757,4.3,1.4,0.1,"201 MISSISSIPPI ST., IITRI BUNKER",Indiana,Lake,Gary
39.492836,-84.377442,Suspended particulate (TSP),1981,80.754098,128.0,70.0,48.0,2104 BRENTWOOD,Ohio,Butler,Middletown
42.267242,-89.08955,Nickel (TSP) STP,1997,0.000213,0.0,0.0,0.0,204 S. FIRST ST.,Illinois,Winnebago,Rockford
47.473285,-94.884721,o-Xylene,1998,1.093571,2.5,0.98,0.56,"509 AMERICA AVE.,BEMIDJI,MN 56601",Minnesota,Beltrami,Bemidji
39.038616,-94.68857,Nitrate (TSP) STP,1996,0.406279,0.6,0.32,0.09,8715 WEST 49TH  SOUTH PARK SCHOOL,Kansas,Johnson,Merriam
36.84987,-76.28633,Zinc (TSP) STP,1985,0.093568,0.3746,0.0,0.0,NORFOLK FIRE DEPARTMENT,Virginia,Norfolk City,Norfolk
43.039871,-87.920794,Chromium (TSP) STP,1984,0.006059,0.0173,0.0,0.0,711 W WELLS ST,Wisconsin,Milwaukee,Milwaukee
42.267231,-83.132086,Molybdenum (TSP) STP,1995,0.000067,0.0,0.0,0.0,315 GENESEE (RIVER ROUGE),Michigan,Wayne,River Rouge
40.622228,-75.441283,Manganese (TSP) STP,1984,0.029474,0.07,0.02,0.01,L.E. DIEROFF HIGH SCHOOL IRVING&WASHINGT,Pennsylvania,Lehigh,Allentown
25.865652,-80.278383,Cadmium (TSP) STP,1982,0.0,0.0,0.0,0.0,HIGH SCHOOL 251 E 47TH ST,Florida,Miami-Dade,Hialeah
44.52839,-72.86884,n-Octane,1999,0.233333,0.5,0.2,0.0,"58 HARVEY ROAD, Underhill, Vermont",Vermont,Chittenden,Underhill (Town of)
33.99958,-117.41601,Chloroform,1995,0.03,0.05,0.03,0.01,"5888 MISSION BLVD., RUBIDOUX",California,Riverside,Rubidoux
43.446406,-105.335583,Suspended particulate (TSP),1996,39.559322,66.0,33.0,15.0,ANTELOPE SITE 4,Wyoming,Converse,
34.10374,-117.62914,Arsenic (TSP) STP,1992,0.002,0.002,0.002,0.002,"1350 SAN BERNARDINO RD., UPLAND",California,San Bernardino,Upland
33.45797,-112.04659,Cadmium (TSP) STP,1983,0.0,0.0,0.0,0.0,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix
29.982531,-93.952866,n-Octane,1997,0.412963,1.0,0.0,0.0,605 Avenue L,Texas,Jefferson,Port Neches
34.17605,-118.31712,Sulfate PM10 STP,1996,4.638983,9.6,4.0,0.8,"228 W. PALM AVE., BURBANK",California,Los Angeles,Burbank
37.676308,-95.474659,Barium (TSP) STP,1989,0.008085,0.03,0.0,0.0,1500 WEST SEVENTH,Kansas,Neosho,Chanute
33.92899,-118.21071,Sample Flow Rate- CV,1999,0.106364,0.1,0.1,0.1,"11220 LONG BEACH BLVD., LYNWOOD",California,Los Angeles,Lynwood
40.739546,-73.985694,Nitrate (TSP) STP,1984,5.556667,9.8,5.1,2.5,"MABEL DEAN HIGH SCH.ANNEX, 240 2ND AVE.",New York,New York,New York
32.791194,-116.942092,Sulfate (TSP) STP,1997,3.978571,8.3,3.7,0.8,"1155 REDWOOD AVE., EL CAJON",California,San Diego,El Cajon
34.419997,-119.70069,Tetrachloroethylene,1986,0.973913,1.72,0.76,0.48,"25 W CANNON PERDIDO, SANTA BARBARA",California,Santa Barbara,Santa Barbara
39.075283,-94.705793,Copper (TSP) STP,1983,0.111636,0.16,0.11,0.06,TURNER HIGH SCHOOL  1312 SO.55TH ST,Kansas,Wyandotte,Kansas City
38.583226,-77.1219,Benzene,1991,4.486154,8.52,3.36,2.4,"TAKOMA SC.  7010 PINEY BRANCH RD. N.W., WASHINGTON, DC 20012",District Of Columbia,District of Columbia,Washington
45.545172,-122.705534,Cobalt (TSP) STP,1988,0.001953,0.004,0.0019,0.0004,TRANSCON/3182 NW 26TH,Oregon,Multnomah,Portland
39.788903,-86.214628,Sample Max Baro Pressure,1999,744.934132,750.0,745.0,739.0,"3351 W. 18TH ST., SCHOOL 90",Indiana,Marion,Indianapolis (Remainder)
38.694438,-90.153954,Vanadium (TSP) STP,1998,0.004121,0.008,0.005,0.0,15TH & MADISON,Illinois,Madison,Granite City
39.571669,-97.657261,Manganese (TSP) STP,1989,0.03,0.06,0.02,0.01,"135 EAST 6TH ,CONCORDIA CITY HALL",Kansas,Cloud,Concordia
41.639306,-87.493609,Lead (TSP) STP,1996,0.038491,0.097,0.025,0.01,1300 141 ST STREET,Indiana,Lake,Hammond
38.694438,-90.153954,Sulfate (TSP) STP,1987,13.615254,24.7,10.3,5.8,15TH & MADISON,Illinois,Madison,Granite City
38.816465,-82.726278,Suspended particulate (TSP),1980,75.933333,118.0,70.0,40.0,FIRE STATION (SOUTH,Ohio,Scioto,Not in a city
41.67809,-87.69755,PM10 - LC,1999,27.135593,44.0,24.0,12.0,"MEADOW LANE SCHOOL,1800 MEADOW LANE DR.",Illinois,Cook,Not in a city
32.302368,-90.186755,Barium (TSP) STP,1985,0.0,0.0,0.0,0.0,505 JOHN HART STREET,Mississippi,Hinds,Jackson
39.318611,-76.5825,Vinyl chloride,1995,0.03037,0.06,0.0,0.0,"CLIFTON PARK,ROSE STREET,BALTO.MD.21213",Maryland,Baltimore (City),Baltimore
40.590937,-74.190422,Lead (TSP) STP,1995,0.029474,0.03,0.03,0.02,"PS 26, 4108 VICTORY BLVD., TRAVIS",New York,Richmond,New York
34.276316,-118.683685,Chloride PM10 STP,1990,0.133167,0.26,0.07,0.03,"5400 COCHRAN STREET, SIMI VALLEY, CA  93063",California,Ventura,Simi Valley
35.62109,-117.67296,Sample Max Baro Pressure,1999,714.479167,721.0,716.0,706.0,"100 WEST CALIFORNIA AVE, RIDGECREST, CA",California,Kern,Ridgecrest
45.6451,-89.41848,Suspended particulate (TSP),1983,35.095238,60.0,29.0,13.0,"RHINELANDER WATER TOWER, Morrill St",Wisconsin,Oneida,Rhinelander
29.767997,-95.220582,Cadmium (TSP) STP,1986,0.000167,0.001,0.0,0.0,1262 1/2 Mae Drive,Texas,Harris,Houston
37.6849,-121.7659,Chloride PM10 STP,1996,0.847377,2.48,0.37,0.06,"2614 OLD 1ST ST., LIVERMORE",California,Alameda,Livermore
38.592192,-90.165081,Ethylbenzene,1988,26.4,26.4,26.4,26.4,LITTLE AVE.,Illinois,Saint Clair,Sauget (Monsanto)
42.64225,-73.75464,Sample Max Baro Pressure,2000,762.90099,771.0,763.0,756.0,ALBANY CO. HEALTH DEPT. GREEN & S FERRY STREETS,New York,Albany,Albany
41.698924,-87.561989,"1,3-Butadiene",1994,0.138462,0.48,0.0,0.0,"10740 S CALHOUN, BRIGHT SCHOOL",Illinois,Cook,Chicago
29.745833,-95.202778,Suspended particulate (TSP),1983,101.714286,171.0,96.0,57.0,"PORT HOUSTON, TERMINAL OFFICE",Texas,Harris,Houston
35.968734,-83.911379,Suspended particulate (TSP),1986,60.866667,94.0,59.0,37.0,800 TOWNVIEW PLACE/GREEN ELEMENTARY SCH.,Tennessee,Knox,Knoxville
33.99958,-117.41601,Styrene,1991,2.64,4.8,2.4,0.4,"5888 MISSION BLVD., RUBIDOUX",California,Riverside,Rubidoux
42.267242,-89.08955,Sulfate (TSP) STP,1997,6.65082,9.6,6.0,4.2,204 S. FIRST ST.,Illinois,Winnebago,Rockford
39.180527,-84.49215,Elapsed Sample Time,1999,1439.604651,1440.0,1440.0,1439.0,300 MURRAY RD.,Ohio,Hamilton,St. Bernard
25.865652,-80.278383,Vanadium (TSP) STP,1983,0.007229,0.0126,0.0049,0.0033,HIGH SCHOOL 251 E 47TH ST,Florida,Miami-Dade,Hialeah
33.503717,-86.808046,Beryllium (TSP) STP,1985,0.0,0.0,0.0,0.0,"UAB, GUY TATE BLDG., 1400 6TH AVE. SOUTH",Alabama,Jefferson,Birmingham
41.570545,-93.725221,Suspended particulate (TSP),1985,68.533333,128.0,55.0,24.0,"W.D.M. WATERWORKS,  1505 RAILROAD",Iowa,Polk,West Des Moines
30.263204,-97.712891,Chlorobenzene,1999,0.08,0.1,0.1,0.0,2600B Webberville Rd,Texas,Travis,Austin
42.108983,-72.594811,Chromium (TSP) STP,1980,0.008822,0.0175,0.0101,0.0,"FIRE STATION, 25 MILL STREET",Massachusetts,Hampden,Springfield
29.897516,-93.991084,Ethylbenzene,1995,1.214828,2.0,0.88,0.0,623 Ellias Street,Texas,Jefferson,Port Arthur
39.531647,-107.784509,Suspended particulate (TSP),1985,66.68,136.0,44.0,22.0,337 EAST AVE.,Colorado,Garfield,Rifle
42.098983,-72.587589,Suspended particulate (TSP),1994,46.559322,71.0,47.0,22.0,59 HOWARD STREET,Massachusetts,Hampden,Springfield
39.000834,-95.70276,Cadmium (TSP) STP,1985,0.0,0.0,0.0,0.0,"FIRE STATION, 2010 WEST 37TH ST.",Kansas,Shawnee,Topeka
