LATITUDE,LONGITUDE,PARAMETERNAME,YEAR,ARITHMETICMEAN,90THPERCENTILE,50THPERCENTILE,10THPERCENTILE,ADDRESS,STATENAME,COUNTYNAME,CITYNAME
35.017139,-85.322056,Molybdenum (TSP) STP,1981,0.003862,0.007,0.004,0.0,"3300 SOUTH BROAD STREET. 33RD AND BROAD, WDEF-TV",Tennessee,Hamilton,Chattanooga
39.939567,-120.944376,PM10 - LC,1998,18.733333,29.0,18.0,9.0,"267 N. CHURCH ST., QUINCY, CA. 95971",California,Plumas,Quincy
37.339666,-121.888575,Chloroform,1995,0.031,0.05,0.03,0.01,"120B N 4TH ST, SAN JOSE",California,Santa Clara,San Jose
29.398611,-94.933333,Chloroform,1996,0.04,0.07,0.07,0.01,2701 13TH AVE NORTH AT LOGAN,Texas,Galveston,Texas City
29.982531,-93.952866,Ethylbenzene,1996,2.4,2.5,2.5,2.3,605 Avenue L,Texas,Jefferson,Port Neches
32.926791,-96.639161,Lead (TSP) STP,1983,0.165472,0.31,0.11,0.05,SCHOOL ADMINISTRATION BUILDING,Texas,Dallas,Garland
37.320045,-86.906104,Suspended particulate (TSP),1986,53.145455,96.0,48.0,23.0,TVA PARADISE 28__5.7 MI NE PARADISE FP,Kentucky,Ohio,Not in a city
33.588545,-84.069608,n-Octane,1996,0.00625,0.0,0.0,0.0,"2625 Georgia Highway 212, Conyers, Georgia, 30094",Georgia,Rockdale,Conyers
34.06659,-118.22688,Arsenic (TSP) STP,1996,0.0,0.0,0.0,0.0,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles
37.237636,-80.052539,Lead (TSP) STP,1982,0.289206,0.5179,0.21,0.1199,"510 S COLLEGE AVE, CO HEALTH DEPT",Virginia,Salem City,Salem
44.95939,-93.03587,Average Ambient Temperature,1999,13.802564,24.6,13.7,1.3,1540 EAST 6TH STREET,Minnesota,Ramsey,St. Paul
41.033386,-83.650488,Sulfate (TSP) STP,1981,11.684906,19.8,11.1,6.0,720 SOUTH,Ohio,Hancock,Findlay
39.396075,-89.809739,Vanadium (TSP) STP,1990,0.001135,0.001,0.001,0.001,HEATON & DUBOIS,Illinois,Macoupin,Nilwood
39.760869,-86.297195,Lead (TSP) STP,1985,0.750564,2.009,0.471,0.09,7601 ROCKVILLE ROAD,Indiana,Marion,Indianapolis (Remainder)
43.608056,-72.982778,Vinyl chloride,1997,0.0,0.0,0.0,0.0,"96 STATE STREET, Rutland, Vermont",Vermont,Rutland,Rutland
32.844606,-79.948036,Suspended particulate (TSP),1991,46.529412,67.0,44.0,26.0,1613 HOLLAND ST. (Naval Base # 2],South Carolina,Charleston,North Charleston
26.765063,-80.113376,Cadmium (TSP) STP,1984,0.0,0.0,0.0,0.0,S W FIRE DEPT 1108 S. MILITARY TRAIL,Florida,Palm Beach,Not in a city
43.608056,-72.982778,Styrene,1996,0.0,0.0,0.0,0.0,"96 STATE STREET, Rutland, Vermont",Vermont,Rutland,Rutland
39.324769,-86.421106,Lead (TSP) STP,1984,0.037069,0.057,0.037,0.018,POLLING CABIN RT3 MORGAN-MONROE ST PARK,Indiana,Monroe,Not in a city
37.198286,-94.317246,Ambient Max Temperature,2000,22.169167,36.9,23.3,6.6,"CARTHAGE: 530 Juniper, Carthage, MO 64836",Missouri,Jasper,
41.233577,-80.817501,Suspended particulate (TSP),1981,83.45614,144.0,74.0,37.0,WARREN MUNC. BLDG. 141 SOUTH,Ohio,Trumbull,Warren
41.186764,-73.175945,Suspended particulate (TSP),1987,54.982456,83.0,55.0,25.0,"TRAILER, HALLET STREET AND BARNUM AVENUE",Connecticut,Fairfield,Bridgeport
34.860387,-82.396321,Chromium (TSP) STP,1985,0.000404,0.0,0.0,0.0,NORTH MAIN STREET [EQC Office],South Carolina,Greenville,Greenville
34.583699,-94.226234,Elapsed Sample Time,1999,1437.291667,1440.0,1440.0,1439.0,HORNBECK ROAD - MENA,Arkansas,Polk,Mena
41.95753,-87.938955,Manganese (TSP) STP,1986,0.041417,0.0658,0.045,0.023,MAIN & YORK STREETS,Illinois,DuPage,Bensenville
37.316609,-121.927734,Sulfate PM10 STP,1996,1.481967,3.1,1.1,0.5,"HLTH CTR-2220 MOORPARK AVE, SAN JOSE",California,Santa Clara,San Jose
33.785602,-81.119776,Arsenic (TSP) STP,1995,0.0,0.0,0.0,0.0,CASSIDY ROAD [Saltech/ Fallaw],South Carolina,Lexington,
38.667126,-121.251338,Ethylene dichloride,1992,0.2,0.2,0.2,0.2,"7400 SUNRISE BLVD., CITRUS HEIGHTS",California,Sacramento,Citrus Heights
42.772578,-73.43039,Arsenic (TSP) STP,1982,0.0,0.0,0.0,0.0,"GRAFTON ELEM.SCHOOL,STATE RTE.2",New York,Rensselaer,Not in a city
39.766154,-86.129153,Suspended particulate (TSP),1983,66.559322,111.0,58.0,31.0,35 SOUTH STATE STREET,Indiana,Marion,Indianapolis
44.52839,-72.86884,Propylene,1996,0.383704,0.8,0.0,0.0,"58 HARVEY ROAD, Underhill, Vermont",Vermont,Chittenden,Underhill (Town of)
41.782766,-87.805377,Nickel (TSP) STP,1988,0.008404,0.018,0.007,0.003,60TH ST. & 74TH AVE.,Illinois,Cook,Summit
43.662372,-70.264929,Ambient Min Temperature,1999,6.913889,20.4,5.8,-2.4,"26 MARGINAL WAY, PORTLAND",Maine,Cumberland,Portland
43.609471,-84.216377,Chlorobenzene,1987,0.0,0.0,0.0,0.0,CONSUMERS POWER 1100 WASHINGTON,Michigan,Midland,Midland
41.560952,-124.083964,Sulfur dioxide,1991,0.006122,0.0,0.0,0.0,"N OF KLAMATH RIVER, REDWOOD NP",California,Del Norte,Redwood National Park
25.798709,-80.210048,Trichloroethylene,1989,0.18,0.5,0.22,0.0,"864 NW 3rd Street, Miami, FL 33127",Florida,Miami-Dade,Miami
42.64225,-73.75464,Beryllium (TSP) STP,1983,0.0,0.0,0.0,0.0,ALBANY CO. HEALTH DEPT. GREEN & S FERRY STREETS,New York,Albany,Albany
39.761502,-75.578814,Cadmium (TSP) STP,1987,0.000122,0.0,0.0,0.0,2600 PENNSYLVANIA AVE,Delaware,New Castle,Wilmington
29.733726,-95.257593,"1,2-Dichloropropane",1998,0.0,0.0,0.0,0.0,9525 1/2 Clinton Dr,Texas,Harris,Houston
40.139456,-75.520732,Suspended particulate (TSP),1983,47.034483,79.0,45.0,22.0,423 HIGH ST,Pennsylvania,Chester,Phoenixville
43.601416,-84.298881,Dichloromethane,1991,0.047368,0.0,0.0,0.0,1780 E. HUBERT ROAD,Michigan,Midland,Midland
35.356615,-119.062613,o-Xylene,1994,3.8,6.4,3.2,1.6,"5558 California Ave., Bakersfield CA 93309",California,Kern,Bakersfield
41.648105,-83.5291,Sulfate (TSP) STP,1981,12.088525,18.7,11.0,6.3,POLL. CONT. DIV. 26 MAIN,Ohio,Lucas,Toledo
31.775942,-106.413177,Propylene,1998,4.4875,8.1,4.4,2.2,Cleveland Ave at Clark Dr,Texas,El Paso,El Paso
31.775942,-106.413177,"1,3-Butadiene",1999,0.590244,1.4,0.4,0.0,Cleveland Ave at Clark Dr,Texas,El Paso,El Paso
32.436537,-80.677023,Suspended particulate (TSP),1989,45.0,45.0,45.0,45.0,KING @ WILMINGTON [Beaufort Health Department],South Carolina,Beaufort,Beaufort
42.302786,-83.10653,Iron (TSP) STP,1985,3.025742,5.336,2.629,0.8203,150 WATERMAN (DETROIT-SW),Michigan,Wayne,Detroit
37.256248,-79.98476,Average Ambient Temperature,1999,16.593103,29.1,17.1,5.1,"RALEIGH COURT LIBRARY, GRANDIN ROAD",Virginia,Roanoke City,Roanoke
27.519722,-99.49,Suspended particulate (TSP),1987,69.085106,109.0,66.0,27.0,2600 CEDAR ST,Texas,Webb,Laredo
43.025613,-78.861981,Suspended particulate (TSP),1984,57.983607,101.0,55.0,30.0,"DEGRAFF MEMORIAL HOSPITAL,445 TREMONT ST",New York,Niagara,North Tonawanda
39.827594,-104.937668,Ambient Min Temperature,1999,0.6,5.7,2.6,-6.2,4301 E 72ND AVE.,Colorado,Adams,Commerce City
35.841111,-78.643056,Nickel (TSP) STP,1982,0.001074,0.005,0.0,0.0,FIRE STATION #9 SIX FORKS RD NORTH HILLS,North Carolina,Wake,Raleigh
36.930087,-84.094654,Suspended particulate (TSP),1988,53.931034,87.0,52.0,24.0,"1990 S SNYDER, VOCATIONAL SHOOL",Kentucky,Whitley,Corbin
19.496968,-155.497221,Molybdenum (TSP) STP,1987,0.00255,0.0025,0.0025,0.0025,MAUNA LOA VOLCANO OBSERV HILO AT TOP,Hawaii,Hawaii,Hawaii Volcanoes National Park
43.20361,-77.62916,"1,2-Dichlorobenzene",1992,0.063158,0.06,0.06,0.06,MERRILL STREET,New York,Monroe,Rochester
41.693659,-86.236673,Sample Max Baro Pressure,2000,747.376344,752.0,747.0,742.0,1000 E. ANGELA/ CHILDRENS HOSPITAL GROUNDS,Indiana,St. Joseph,South Bend
37.97231,-122.520004,Trichloroethylene,1999,0.03,0.0,0.0,0.0,534 4TH ST.,California,Marin,San Rafael
41.639306,-87.493609,Zinc (TSP) STP,1987,0.136533,0.355,0.1125,0.0434,1300 141 ST STREET,Indiana,Lake,Hammond
27.892804,-81.965084,Suspended particulate (TSP),1980,68.45283,93.0,66.0,48.0,3RD SE AT 9TH AVE,Florida,Polk,Mulberry
43.039871,-87.920794,Zinc (TSP) STP,1982,0.08208,0.175,0.0715,0.0,711 W WELLS ST,Wisconsin,Milwaukee,Milwaukee
40.084421,-108.790106,Suspended particulate (TSP),1983,67.728571,124.0,61.0,30.0,RBOSC - TRACT C-A SITE #4,Colorado,Rio Blanco,Rangely
33.432534,-81.892333,Zinc (TSP) STP,1999,0.023022,0.043,0.02,0.011,Unknown [Beech Island],South Carolina,Aiken,
42.079822,-71.014768,Vanadium (TSP) STP,1983,0.02361,0.0361,0.0274,0.0082,CRESCENT STREET (ROUTE 27),Massachusetts,Plymouth,Brockton
29.767997,-95.220582,Molybdenum (TSP) STP,1985,0.001555,0.0042,0.0,0.0,1262 1/2 Mae Drive,Texas,Harris,Houston
29.398611,-94.933333,"1,1-Dichloroethane",1995,0.0,0.0,0.0,0.0,2701 13TH AVE NORTH AT LOGAN,Texas,Galveston,Texas City
31.775942,-106.413177,"1,1,2-Trichloroethane",1996,0.0,0.0,0.0,0.0,Cleveland Ave at Clark Dr,Texas,El Paso,El Paso
42.431944,-123.345833,Sample Max Baro Pressure,1999,745.026316,751.0,745.0,740.0,"1200 SW GREENWOOD AVE, GRANTS PASS, OR",Oregon,Josephine,Grants Pass
26.083143,-80.237586,Ethylbenzene,1999,0.386667,0.43,0.38,0.29,3205 SW 70TH AVENUE,Florida,Broward,Davie
37.937544,-87.884748,Trichloroethylene,2000,0.114286,0.4,0.0,0.0,"MT.VERNON MDL. SCH., TILE FACTORY RD.",Indiana,Posey,
44.195339,-72.496771,Ethylene dichloride,1994,0.0,0.0,0.0,0.0,VERMONT NATURAL RESOURCES AGENCY HWY 89,Vermont,Washington,Waterbury
27.784749,-82.659265,Beryllium (TSP) STP,1988,0.0,0.0,0.0,0.0,"1313 19TH St. N., St. Petersburg, FL 33713 (NE CORNER OF 13TH N AVE & 19TH ST N)",Florida,Pinellas,Saint Petersburg
30.058546,-94.093512,Copper (TSP) STP,1981,0.12717,0.18,0.12,0.06,"950 WASHINGTON BLVD., CITY HEALTH DEPT.",Texas,Jefferson,Beaumont
35.619812,-77.3797,Suspended particulate (TSP),1987,36.789474,54.0,35.0,23.0,NO. PLANT ST.,North Carolina,Pitt,Greenville
34.728831,-86.585003,Copper (TSP) STP,1982,0.019935,0.025,0.019,0.012,MADISON STREET,Alabama,Madison,Huntsville
42.790268,-70.80835,"1,3,5-Trimethylbenzene",1996,3.22,14.0,2.5,0.0,SUNSET BLVD,Massachusetts,Essex,Newbury
41.318986,-72.892046,Vanadium (TSP) STP,1983,0.034264,0.0553,0.0381,0.0049,"CLINTON SCHOOL, CLINTON AVENUE",Connecticut,New Haven,New Haven
39.250409,-119.956738,Sample Flow Rate- CV,1999,0.161538,0.3,0.2,0.0,"855 ALDER DRIVE, INCLINE VILLAGE, NV 89451",Nevada,Washoe,Incline Village-Crystal Bay
41.258609,-95.917791,Suspended particulate (TSP),1993,38.961538,59.0,35.0,25.0,"40TH ST & 1ST AVE ,DODGE PARK LIFT STA",Iowa,Pottawattamie,Council Bluffs
41.6175,-87.199167,Vinyl chloride,1998,0.001739,0.0,0.0,0.0,84 DIANA RD/ WATER TREATMENT PLANT,Indiana,Porter,Ogden Dunes (Wickliffe)
41.586386,-87.475543,Chlorobenzene,2000,0.027273,0.1,0.0,0.0,PURDUE UNIV CALUMET-POWERS BUILDING 2200 169th St.,Indiana,Lake,Hammond
41.232235,-80.506168,Suspended particulate (TSP),1988,47.375,63.0,54.0,25.0,50 SOUTH DOCK ST.,Pennsylvania,Mercer,Sharon
39.068593,-108.563982,Nitrate (TSP) STP,1984,2.38875,5.1,1.4,0.9,225 5TH ST.,Colorado,Mesa,Grand Junction
42.041375,-93.614107,Ambient Min Temperature,2000,4.073585,19.4,5.4,-14.0,"300 20TH STREET, AMES, IOWA",Iowa,Story,Ames
38.672683,-121.789408,Suspended particulate (TSP),1985,64.180328,97.0,64.0,31.0,"117 W MAIN ST, WOODLAND",California,Yolo,Woodland
43.56247,-105.318317,Suspended particulate (TSP),1991,20.8,42.0,15.0,9.0,NO ANTELOPE NA-6,Wyoming,Campbell,Not in a city
37.765946,-122.399044,Iron (TSP) STP,1992,0.5675,1.3,0.47,0.2,10 ARKANSAS ST.,California,San Francisco,San Francisco
37.950741,-121.268523,Nitrate PM10 STP,1984,3.525,8.7,2.4,1.2,"HAZELTON-HD, STOCKTON",California,San Joaquin,Stockton
46.584931,-87.401806,Suspended particulate (TSP),1984,25.066667,53.0,17.0,8.0,"LAKESHORE BLVD., LAKESHORE WEST",Michigan,Marquette,Marquette
39.324769,-86.421106,Copper (TSP) STP,1985,0.14131,0.208,0.136,0.086,POLLING CABIN RT3 MORGAN-MONROE ST PARK,Indiana,Monroe,Not in a city
44.513048,-88.018437,Lead (TSP) STP,1993,0.528765,0.852,0.634,0.198,"FOX RIVER HAP STATION, 210 S WASHINGTON",Wisconsin,Brown,Green Bay
42.959749,-85.656419,Lead (TSP) STP,1987,0.0475,0.11,0.04,0.02,COLLEGE AVE & CHERRY ST SE,Michigan,Kent,Grand Rapids
43.077589,-70.753665,Suspended particulate (TSP),1986,34.898305,54.0,32.0,19.0,COURT STREET,New Hampshire,Rockingham,Portsmouth
36.173581,-115.141667,Beryllium (TSP) STP,1985,0.0,0.0,0.0,0.0,280 E. BONANZA,Nevada,Clark,Las Vegas
41.606662,-87.304943,Styrene,2000,1.008696,1.6,0.0,0.0,"201 MISSISSIPPI ST., IITRI BUNKER",Indiana,Lake,Gary
32.882289,-79.977538,Cadmium (TSP) STP,1987,0.000507,0.0015,0.0,0.0,4830 JENKINS AVE. [Jenkins Av.],South Carolina,Charleston,North Charleston
38.30225,-77.48712,Suspended particulate (TSP),1982,34.454545,50.0,32.0,20.0,HUGH MERCER ELEM. SCHOOL 2100 COWAN BLVD,Virginia,Fredericksburg City,Fredericksburg
44.078352,-103.22824,Sample Min Baro Pressure,1999,681.176471,690.0,683.0,673.0,CITY LIBRARY 6TH AND QUINCY,South Dakota,Pennington,Rapid City
43.561043,-70.207324,n-Octane,2000,0.607692,1.9,0.2,0.0,"TWO LIGHTS STATE PARK, Near the Obsevation Tower",Maine,Cumberland,
44.52839,-72.86884,n-Octane,1996,0.0,0.0,0.0,0.0,"58 HARVEY ROAD, Underhill, Vermont",Vermont,Chittenden,Underhill (Town of)
37.203607,-108.492588,Lead (TSP) STP,1991,0.0,0.0,0.0,0.0,MESA VERDE NA'TL PK.,Colorado,Montezuma,Mesa Verde National Park
39.324769,-86.421106,Arsenic (TSP) STP,1984,0.000207,0.0,0.0,0.0,POLLING CABIN RT3 MORGAN-MONROE ST PARK,Indiana,Monroe,Not in a city
33.41018,-111.86536,Lead (TSP) STP,1985,0.204,0.36,0.17,0.09,"310 S BROOKS, MESA",Arizona,Maricopa,Mesa
35.863406,-84.688829,Manganese (TSP) STP,1984,0.124875,0.32,0.045,0.01,PUBLIC LIBRARY HWY 70,Tennessee,Roane,Rockwood
30.356339,-81.635396,"1,4-Dichlorobenzene",2000,0.703333,0.83,0.67,0.61,"2900 Bennett Street, Jacksonville, FL 32206",Florida,Duval,Jacksonville
35.841111,-78.643056,Suspended particulate (TSP),1994,42.237288,70.0,41.0,21.0,FIRE STATION #9 SIX FORKS RD NORTH HILLS,North Carolina,Wake,Raleigh
43.031403,-87.923141,Suspended particulate (TSP),1984,50.084746,80.0,43.0,21.0,"MITCHELL FIELD AIRPORT, 5300 S. HOWELL",Wisconsin,Milwaukee,Milwaukee
27.82975,-81.933973,Suspended particulate (TSP),1982,39.350877,60.0,34.0,24.0,POWER SUB STATION MICROWAVE TOWER,Florida,Polk,Not in a city
35.199179,-111.647939,Sulfate (TSP) STP,1985,3.477273,4.6,3.6,2.4,"220 N LEROUX ST, FLAGSTAFF",Arizona,Coconino,Flagstaff
32.504588,-92.112634,Suspended particulate (TSP),1980,65.282609,101.0,67.0,39.0,2913 DESIARD STREET,Louisiana,Ouachita,Monroe
34.74204,-88.950896,Suspended particulate (TSP),1984,56.051724,95.0,49.0,30.0,1005 HWY. 15 N,Mississippi,Tippah,Ripley
43.051462,-74.344024,Suspended particulate (TSP),1982,35.84,63.0,32.0,18.0,"CITY HALL,NORTH MAIN STREET",New York,Fulton,Gloversville
41.588925,-87.407817,"1,1-Dichloroethane",2000,0.0,0.0,0.0,0.0,IVANHOE SCHOOL 15TH & GERRY STS,Indiana,Lake,Gary
46.815772,-92.091856,Suspended particulate (TSP),1981,39.074074,71.0,29.0,18.0,19TH AVENUE E & COLLEGE ST-UMD,Minnesota,Saint Louis,Duluth
47.296309,-91.264331,Ethylbenzene,1999,0.346,0.75,0.38,0.19,"45 BANKS BOULEVARD, SILVERBAY MN 55614",Minnesota,Lake,Silver Bay
18.014281,-66.611694,Arsenic (TSP) STP,1984,0.0,0.0,0.0,0.0,"FIRE DEPARTMENT,CRISTINA STREET",Puerto Rico,Ponce,Ponce
40.712325,-73.939582,Methyl chloroform,1996,0.248383,0.561,0.229,0.03,"850 GRAND AVENUE, BROOKLYN, NY",New York,Kings,New York
37.9642,-122.3403,Ethylene dichloride,1998,0.0,0.0,0.0,0.0,"UNIT 759 EL PORTAL SHOPPING CENTER, San Pablo",California,Contra Costa,San Pablo
46.77107,-92.11732,Bromomethane,1995,0.002308,0.0,0.0,0.0,1532 W. Michigan St.,Minnesota,Saint Louis,Duluth
35.017139,-85.322056,Iron (TSP) STP,1984,1.597857,2.86,1.33,0.41,"3300 SOUTH BROAD STREET. 33RD AND BROAD, WDEF-TV",Tennessee,Hamilton,Chattanooga
40.090041,-85.726644,Suspended particulate (TSP),1986,44.62069,81.0,40.0,24.0,25TH STREET SCHOOL MOORE PARK ROAD,Indiana,Madison,Anderson
34.883731,-81.974068,Iron (TSP) STP,1993,0.19661,0.4,0.18,0.09,UNKNOWN [Cromer],South Carolina,Spartanburg,
39.939567,-120.944376,Sulfate PM10 STP,1994,0.828571,1.4,0.8,0.5,"267 N. CHURCH ST., QUINCY, CA. 95971",California,Plumas,Quincy
30.135797,-81.633981,Elapsed Sample Time,1999,1430.201439,1440.0,1439.0,1429.0,14932 MANDARIN ROAD,Florida,Duval,Jacksonville
43.610027,-84.221377,Carbon tetrachloride,1994,0.0,0.0,0.0,0.0,500 E. LYON,Michigan,Midland,Midland
44.478938,-73.211516,Propylene,1995,4.25,5.2,5.2,3.3,ADJ. TO 82 S. WINOOSKI AVENUE,Vermont,Chittenden,Burlington
35.383014,-118.9726,Arsenic (TSP) STP,1984,0.000862,0.005,0.0,0.0,"1700 FLOWER ST-HEALTH DEPT, BAKERSFIELD",California,Kern,Bakersfield
38.667126,-121.251338,Sulfate PM10 STP,1982,4.118519,5.9,4.2,2.3,"7400 SUNRISE BLVD., CITRUS HEIGHTS",California,Sacramento,Citrus Heights
37.677236,-97.444491,Beryllium (TSP) STP,1983,0.526316,0.0,0.0,0.0,401 S. TYLER RD.,Kansas,Sedgwick,Wichita
35.728889,-81.365556,Sample Flow Rate- CV,2000,0.388034,0.6,0.5,0.0,1650 1ST STREET,North Carolina,Catawba,Hickory
34.051017,-81.15495,Lead (TSP) STP,1994,0.008518,0.02,0.008,0.0,200 LEISURE LANE [IRMO],South Carolina,Lexington,Seven Oaks
43.161062,-77.603293,Nickel (TSP) STP,1981,0.002172,0.015,0.0,0.0,"FIRE HQ.BUILDING,ANDREWS & CHESTNUT STS.",New York,Monroe,Rochester
33.405323,-112.074036,Lead (TSP) STP,1984,0.323833,0.62,0.27,0.11,4732 S CENTRAL AVE-SOUTH PHOENIX STATION,Arizona,Maricopa,Phoenix
42.64851,-73.775963,Manganese (TSP) STP,1980,0.011538,0.02,0.01,0.0,84 HOLLAND AVENUE,New York,Albany,Albany
44.310555,-84.891865,Molybdenum (TSP) STP,2000,0.0,0.0,0.0,0.0,1769 S JEFFS RD (HOUGHTON LAKE),Michigan,Missaukee,
48.512189,-114.000119,Nitrate (TSP) STP,1985,0.52,0.9,0.4,0.2,FIRE WEATHER STATION,Montana,Glacier,Not in a city
38.699565,-90.143529,Sulfate (TSP) STP,1995,12.632787,19.0,12.3,6.6,2044 WASHINGTON AVE,Illinois,Madison,Granite City
47.704824,-121.791227,Suspended particulate (TSP),1984,12.736842,33.0,9.0,4.0,TOLT RIVER WATERSHED (LAKE JOY),Washington,King,Not in a city
42.73194,-73.68909,Styrene,1999,0.2,0.2,0.2,0.2,"Broadway& 4th St, UNCLE SAM ATRIUM, DTN.SHOPPING CENTER",New York,Rensselaer,Troy
43.09892,-75.22506,Suspended particulate (TSP),1991,42.0,65.0,39.0,25.0,"406 ELIZABETH ST., Utica HEALTH Dept",New York,Oneida,Utica
34.689985,-118.13285,Ambient Min Temperature,2000,7.4,18.1,6.5,-1.8,"315 W. PONDERA ST., LANCASTER, CA",California,Los Angeles,Lancaster
31.757654,-106.482922,Cadmium (TSP) STP,1995,0.016322,0.03,0.015,0.01,J Harold Tillman Hlt Ct 222 S Campbell S,Texas,El Paso,El Paso
41.494178,-81.676706,Suspended particulate (TSP),1982,98.065574,160.0,91.0,53.0,E. 22ND &,Ohio,Cuyahoga,Cleveland
30.229653,-90.965628,Bromomethane,1999,0.2625,0.5,0.2,0.0,11153 Kling Road,Louisiana,Ascension,
47.918596,-97.082314,Sample Min Baro Pressure,1999,732.131868,741.0,732.0,724.0,GRAND FORKS - NORTH,North Dakota,Grand Forks,Grand Forks
27.501826,-99.502984,"1,1-Dichloroethane",2000,0.0,0.0,0.0,0.0,700 Zaragosa St,Texas,Webb,Laredo
17.712474,-64.784868,Suspended particulate (TSP),1980,57.808824,95.0,50.0,32.0,BETHLEHEM VILLAGE HOUSING MGMT OFFICE,Virgin Islands,St Croix,
39.742487,-104.872199,Chromium (TSP) STP,1986,0.003167,0.0087,0.0,0.0,1633 FLORENCE ST,Colorado,Adams,Aurora
39.396075,-89.809739,Sulfate (TSP) STP,1989,9.914035,15.6,8.0,4.7,HEATON & DUBOIS,Illinois,Macoupin,Nilwood
35.017139,-85.322056,Cobalt (TSP) STP,1981,0.008528,0.0325,0.0,0.0,"3300 SOUTH BROAD STREET. 33RD AND BROAD, WDEF-TV",Tennessee,Hamilton,Chattanooga
32.820061,-96.860117,Tetrachloroethylene,1988,0.0,0.0,0.0,0.0,1415 Hinton Street,Texas,Dallas,Dallas
44.981076,-93.269669,Copper (TSP) STP,1982,0.050867,0.084,0.048,0.023,300 NICOLLET MALL,Minnesota,Hennepin,Minneapolis
35.374959,-119.022602,Cobalt (TSP) STP,1990,0.008,0.008,0.008,0.008,"225 CHESTER AVE, BAKERSFIELD",California,Kern,Bakersfield
42.976724,-78.898093,Suspended particulate (TSP),1988,43.170213,65.0,38.0,21.0,"HOLMES ELEM.SCHOOL,365 DUPONT AVENUE",New York,Erie,Tonawanda
42.29504,-85.592785,Lead (TSP) STP,1986,0.076667,0.12,0.07,0.03,418 W KALAMAZOO AVE,Michigan,Kalamazoo,Kalamazoo
37.6849,-121.7659,Methyl chloroform,1991,2.029167,3.48,2.1,0.88,"2614 OLD 1ST ST., LIVERMORE",California,Alameda,Livermore
37.936013,-122.026154,Elapsed Sample Time,2000,1438.934426,1440.0,1440.0,1439.0,2956-A TREAT BOULEVARD,California,Contra Costa,Concord
48.737392,-113.428187,Nitrate (TSP) STP,1984,0.337778,0.6,0.2,0.0,ST. MARY RANGER STATION,Montana,Glacier,
37.741159,-87.118053,Ambient Max Temperature,2000,25.918421,36.4,30.6,3.8,"KY WESLEYAN COLLEGE, 3000 FREDERICA ST",Kentucky,Daviess,Owensboro
35.044518,-85.308014,Suspended particulate (TSP),1984,72.033333,126.0,59.0,35.0,CITY HALL ANNEX 100 E 11TH STREET,Tennessee,Hamilton,Chattanooga
29.751667,-95.083611,"1,3,5-Trimethylbenzene",2000,0.025641,0.0,0.0,0.0,3824 1/2 BATTLEGROUND,Texas,Harris,La Porte
30.491857,-91.150107,Cadmium (TSP) STP,1982,0.000883,0.003,0.0,0.0,3142 EVANGELINE STREET,Louisiana,East Baton Rouge,Baton Rouge
45.247739,-95.917822,"1,4-Dichlorobenzene",1999,0.231429,0.36,0.17,0.03,"ROUTE1, BOX3  HOLLOWAY, MN 56249",Minnesota,Swift,Not in a city
36.019253,-78.920024,Sulfur dioxide,1982,2.247222,3.4,1.9,1.9,WATTS HOSP.-DURHAM,North Carolina,Durham,Durham
45.521507,-122.670651,Cobalt (TSP) STP,1983,0.001018,0.0028,0.0007,0.0001,CENTRAL FIRE STATION/55 SW ASH,Oregon,Multnomah,Portland
39.923042,-75.097617,m/p Xylene,1995,2.1,2.1,2.1,2.1,COPEWOOD E. DAVIS STS; TRAILER,New Jersey,Camden,Camden
31.763076,-106.486712,Chromium (TSP) STP,1981,0.003469,0.02,0.0,0.0,500 NORTH CAMPBELL ST.,Texas,El Paso,El Paso
46.236801,-119.094177,Suspended particulate (TSP),1986,69.183333,130.0,61.0,25.0,FRANKLIN CO COURTHOUSE/N 4TH ST,Washington,Franklin,Pasco
43.085889,-78.996154,o-Xylene,1994,2.136174,4.586,1.575,0.566,61ST STREET AND GERARD AVENUE,New York,Niagara,Niagara Falls
38.592192,-90.165081,Trichloroethylene,1991,0.016,0.04,0.02,0.0,LITTLE AVE.,Illinois,Saint Clair,Sauget (Monsanto)
42.273982,-71.759515,PM10 - LC,1998,19.444444,39.0,15.0,8.0,419 BELMONT STREET,Massachusetts,Worcester,Worcester
29.734444,-95.238611,Suspended particulate (TSP),1987,66.8,96.0,65.0,41.0,304 STEWART ST,Texas,Harris,Galena Park
41.255277,-95.941403,Suspended particulate (TSP),1992,48.932203,93.0,40.0,22.0, 19TH AVE AND HOWARD ST.,Nebraska,Douglas,Omaha
40.868063,-99.984844,Suspended particulate (TSP),1992,45.709091,80.0,41.0,12.0,16TH & AVE G.  (COZAD HIGH SCHOOL),Nebraska,Dawson,Cozad
41.293986,-72.900935,Sample Flow Rate- CV,2000,0.152862,0.4,0.0,0.0,STILES STREET.,Connecticut,New Haven,New Haven
31.305727,-86.488569,Suspended particulate (TSP),1986,41.7,64.0,40.0,27.0,300 WEST WATSON ST.,Alabama,Covington,Andalusia
39.053889,-95.696093,Cobalt (TSP) STP,1992,0.0,0.0,0.0,0.0,"TOPEKA-SN CO. HEALTH CENTER,1615 W. 8TH",Kansas,Shawnee,Topeka
34.679827,-82.840421,Zinc (TSP) STP,1986,0.0308,0.043,0.03,0.02,Unknown [Clemson University Food Science Building],South Carolina,Pickens,Clemson
